tier,testbed,arm,solver,order,kappa,h,nfe,err_l2,diverged,seed
1,gaussian,C,dpm1,1,10000.0,1.5971155565648507,6,0.5260936896197941,0,0
1,gaussian,C,dpm3,3,10000.0,1.5971155565648507,18,0.014488549550870441,0,0
1,gaussian,C,dpm1,1,10000.0,1.1978366674236378,8,0.41734474236559205,0,0
1,gaussian,C,dpm3,3,10000.0,1.1978366674236378,24,0.006443985482942005,0,0
1,gaussian,C,dpm1,1,10000.0,0.9582693339389099,10,0.343907407499744,0,0
1,gaussian,C,dpm3,3,10000.0,0.9582693339389099,30,0.0031106585669758275,0,0
1,gaussian,C,dpm1,1,10000.0,0.7985577782824249,12,0.2921633131582643,0,0
1,gaussian,C,dpm3,3,10000.0,0.7985577782824249,36,0.0016730244448262886,0,0
1,gaussian,C,dpm1,1,10000.0,0.5989183337118194,16,0.2244896355967956,0,0
1,gaussian,C,dpm3,3,10000.0,0.5989183337118194,48,0.0006305654828515536,0,0
1,gaussian,C,dpm1,1,10000.0,0.47913466696945495,20,0.18223828473279338,0,0
1,gaussian,C,dpm3,3,10000.0,0.47913466696945495,60,0.0002994058303931567,0,0
1,gaussian,C,dpm1,1,10000.0,0.3992788891412129,24,0.15336010057414734,0,0
1,gaussian,C,dpm3,3,10000.0,0.3992788891412129,72,0.00016420693209732027,0,0
1,gaussian,C,dpm1,1,10000.0,0.29945916685590923,32,0.11644250949538326,0,0
1,gaussian,C,dpm3,3,10000.0,0.29945916685590923,96,6.44960251307305e-05,0,0
1,gaussian,C,dpm1,1,10000.0,0.19963944457060645,48,0.07859245594953308,0,0
1,gaussian,C,dpm3,3,10000.0,0.19963944457060645,144,1.7697493370375604e-05,0,0
1,gaussian,C,dpm1,1,10000.0,0.14972958342795462,64,0.05931040707253838,0,0
1,gaussian,C,dpm3,3,10000.0,0.14972958342795462,192,7.169314030674008e-06,0,0
1,gaussian,C,dpm1,1,10000.0,0.09981972228530278,96,0.03978634966767913,0,0
1,gaussian,C,dpm3,3,10000.0,0.09981972228530278,288,2.03660759111081e-06,0,0
1,gaussian,C,dpm1,1,10000.0,0.07486479171397775,128,0.02993261841717478,0,0
1,gaussian,C,dpm3,3,10000.0,0.07486479171397775,384,8.407669153200357e-07,0,0
2,mog8,C,dpm1,1,nan,9.582693339389103,1,1.2593389620971398,0,0
2,mog8,C,dpm3,3,nan,9.582693339389103,3,41.13471898543247,0,0
2,mog8,C,dpm1,1,nan,4.791346669694551,2,0.9013094942037256,0,0
